,PassengerId,Pclass,Sex,SibSp,Ticket,Cabin
876,877,3,male,0,7534,
877,878,3,male,0,349212,
878,879,3,male,0,349217,
879,880,1,female,0,11767,C50
880,881,2,female,0,230433,
881,882,3,male,0,349257,
882,883,3,female,0,7552,
883,884,2,male,0,C.A./SOTON 34068,
884,885,3,male,0,SOTON/OQ 392076,
885,886,3,female,0,382652,
886,887,2,male,0,211536,
887,888,1,female,0,112053,B42
888,889,3,female,1,W./C. 6607,
889,890,1,male,0,111369,C148
890,891,3,male,0,370376,
